457,530,419
463,538,433
457,531,815
455,548,222
465,555,855
452,547,392
462,541,431
459,529,804
456,545,215
463,539,848
451,524,375
458,541,427
457,532,799
459,546,208
466,545,854
457,544,377
460,550,443
461,536,796
459,537,205
462,534,854
453,533,365
461,552,445
459,530,795
457,535,202
465,533,856
454,518,360
463,528,434
462,511,773
457,527,184
465,523,850
453,520,351
465,526,433
462,503,764
454,504,167
464,491,836
452,485,330
461,478,410
461,456,724
458,454,123
466,450,799
458,434,306
466,436,395
460,419,697
454,415,98
464,400,774
454,394,292
463,393,376
460,378,664
457,382,86
467,372,762
456,353,274
461,360,359
460,347,636
456,347,73
467,338,750
458,326,267
464,335,354
457,322,617
455,327,67
465,319,746
456,311,259
462,317,351
462,309,611
459,321,64
467,322,741
454,315,258
464,328,358
462,316,613
455,325,66
467,328,752
458,321,260
467,330,363
461,320,613
458,327,66
469,327,758
457,320,260
464,340,376
461,333,614
457,344,73
466,350,774
460,360,129
462,350,677
460,370,82
465,379,797
457,365,271
462,379,411
463,369,642
459,387,88
466,389,806
455,381,279
463,397,427
467,398,670
460,414,97
468,415,829
459,413,289
468,433,452
465,438,699
460,448,110
468,445,850
460,435,298
468,453,471
466,438,707
463,454,112
474,447,854
462,447,300
466,466,481
468,456,719
460,469,118
476,464,870
462,462,307
468,478,496
467,473,738
464,485,123
470,496,889
461,497,319
466,519,519
468,510,765
463,513,140
472,523,900
462,515,329
472,539,531
470,522,773
466,525,139
476,530,902
467,537,341
474,547,534
472,541,780
467,563,155
479,558,912
468,550,342
475,576,544
473,565,799
469,573,160
476,577,918
468,569,352
469,583,547
471,575,804
468,582,164
475,593,924
467,592,352
478,607,554
474,599,817
470,591,173
478,585,921
470,581,353
476,592,547
474,584,807
469,590,161
478,585,920
470,584,353
480,590,545
473,575,797
466,581,156
477,584,920
469,580,351
473,584,545
473,576,802
466,593,161
475,588,922
470,580,353
477,593,546
472,581,802
464,586,158
475,585,921
467,575,348
474,591,544
477,573,802
469,581,156
476,583,921
468,580,350
473,588,544
475,577,801
470,578,155
475,576,918
464,572,347
471,585,545
472,572,806
466,580,156
474,579,917
467,574,351
472,584,544
471,573,810
469,577,155
471,566,915
466,565,343
475,571,539
471,565,813
466,577,155
471,582,919
464,563,346
469,577,540
469,568,815
466,570,152
477,559,912
464,555,342
470,558,535
470,537,805
465,535,140
473,533,904
465,532,332
467,539,529
469,526,812
465,535,139
473,541,907
464,523,331
470,534,527
470,528,819
462,539,142
472,535,904
464,525,330
471,535,525
472,520,818
464,516,133
473,512,896
464,508,326
468,505,516
471,499,811
465,503,129
475,512,897
463,501,323
469,509,517
469,500,819
465,502,128
473,505,893
466,502,331
468,509,520
469,512,827
463,511,132
470,506,895
463,511,334
466,528,515
468,521,831
462,518,133
470,524,900
465,520,338
468,526,514
468,513,832
458,521,135
468,517,898
460,508,325
465,515,506
466,502,830
462,500,127
468,503,894
459,503,321
463,513,501
466,507,836
462,505,129
467,506,895
458,492,318
461,500,494
470,493,838
463,491,124
469,489,888
456,477,314
461,491,485
463,487,837
458,485,122
463,480,885
456,469,311
464,468,465
462,453,829
459,463,115
464,458,878
457,436,300
459,444,457
461,422,822
458,422,100
464,413,864
457,415,290
455,415,443
463,401,823
455,402,92
466,399,859
460,385,281
462,384,432
464,371,812
454,368,80
463,365,847
459,343,266
461,343,414
462,323,801
455,330,67
460,329,836
455,315,259
459,313,399
461,298,793
455,299,56
464,297,825
458,290,248
460,292,389
461,276,788
453,274,46
461,276,817
457,266,240
457,269,377
460,253,787
451,258,40
462,265,814
460,260,238
457,268,374
459,261,796
454,260,42
463,264,813
459,258,238
460,264,369
463,257,795
452,261,42
459,267,814
454,264,241
458,271,367
460,271,801
456,284,49
464,294,824
455,285,258
461,290,375
464,289,815
458,301,330
464,316,831
457,312,258
462,321,381
461,329,832
455,338,68
463,349,842
458,351,281
461,369,394
460,377,846
456,389,88
463,398,859
458,400,296
462,413,402
461,408,860
457,417,97
464,436,870
459,432,308
459,440,408
463,441,871
457,451,107
464,453,876
459,451,305
460,467,416
460,465,888
455,472,117
464,480,886
461,472,310
460,479,418
464,477,890
455,480,119
461,481,886
463,484,318
462,496,421
466,497,903
458,510,130
463,514,898
458,507,324
463,512,421
463,504,904
458,506,130
465,495,889
461,489,317
462,497,415
464,491,899
460,496,126
469,500,893
462,492,321
463,505,414
469,510,910
462,507,131
467,510,896
460,505,324
464,511,413
467,503,909
462,499,127
467,513,896
460,511,328
460,520,408
466,509,908
462,515,133
468,522,900
463,513,330
464,523,409
467,526,918
464,525,137
473,521,900
467,522,333
469,536,410
471,528,916
467,528,138
470,539,906
466,530,336
469,543,411
470,535,924
467,529,137
470,535,904
466,539,339
468,543,407
470,540,925
468,544,144
472,541,906
465,531,337
469,540,402
472,527,918
465,530,137
471,533,903
468,525,335
468,535,398
470,536,920
468,535,142
468,530,902
464,515,331
471,530,394
472,530,922
465,528,138
468,524,901
466,523,340
466,529,393
470,525,919
464,510,131
466,523,900
465,517,338
465,518,386
471,513,913
464,512,132
470,507,894
463,495,331
468,499,372
468,499,909
465,504,130
473,499,891
466,490,332
468,501,369
472,507,908
466,504,129
473,510,895
467,502,328
467,504,369
471,497,904
467,501,128
474,509,896
467,508,329
466,512,366
469,506,913
469,497,126
471,502,892
469,495,327
468,504,359
470,497,908
467,496,127
470,493,889
466,488,323
469,492,352
470,483,903
468,490,124
469,494,889
466,488,326
466,500,352
469,490,904
465,496,127
470,506,894
466,495,327
466,501,351
469,501,906
466,499,129
467,493,889
466,487,324
465,493,350
470,499,911
465,500,129
471,507,894
462,503,335
466,505,351
467,501,907
461,502,128
466,503,892
467,507,333
465,502,341
467,491,904
465,490,124
469,494,890
466,492,330
466,501,341
468,497,905
466,491,125
469,484,885
465,475,324
466,491,336
470,487,906
466,494,126
469,496,892
464,483,327
466,482,331
468,483,902
466,485,123
467,495,889
464,477,327
466,476,327
467,470,899
467,476,120
467,471,882
464,470,324
463,485,323
467,488,902
461,482,122
464,470,881
462,464,323
464,480,320
465,472,896
464,476,120
466,477,884
463,478,328
465,478,317
466,481,900
460,491,125
464,484,885
462,475,329
459,475,315
464,472,900
462,465,115
467,466,880
466,463,323
464,476,305
464,474,900
462,470,117
464,465,879
463,456,321
462,463,299
465,463,893
462,462,115
468,465,880
464,459,323
460,464,298
465,460,893
464,463,115
464,463,880
464,464,323
463,465,297
468,458,895
465,467,117
465,463,880
462,455,324
464,464,294
469,466,897
464,465,116
468,465,880
465,461,326
462,462,287
465,461,893
463,457,113
468,463,878
465,454,330
466,457,282
468,458,892
462,447,109
462,441,871
462,433,319
462,437,274
465,430,881
461,429,103
465,435,869
463,429,319
463,430,269
465,429,887
461,427,102
463,424,867
460,418,315
460,426,272
461,424,881
461,417,99
462,410,861
461,410,318
458,412,262
465,418,879
460,413,98
463,408,860
461,408,319
461,411,259
461,405,874
462,406,95
464,408,861
460,398,321
463,397,251
467,397,871
464,393,91
465,397,856
457,392,316
461,394,248
466,390,872
460,397,93
462,396,857
463,384,323
465,374,230
464,368,863
463,366,80
463,364,845
461,365,318
460,372,234
465,377,864
463,374,80
467,373,848
464,366,302
463,361,245
465,356,861
460,360,79
467,363,848
464,357,307
463,359,237
466,350,857
463,346,74
467,353,841
462,352,308
464,353,232
464,350,858
465,356,77
463,352,840
462,347,315
463,346,221
464,351,857
465,365,81
469,368,846
467,365,333
463,367,217
467,368,864
462,372,83
464,377,848
465,377,344
462,386,223
469,391,870
466,387,89
465,395,855
466,398,357
466,405,224
468,401,872
463,392,90
467,401,857
466,400,874
465,400,148
467,400,873
465,404,95
465,398,856
465,395,357
465,393,221
468,394,872
462,387,89
468,381,849
466,376,358
466,373,204
468,365,861
466,361,80
469,354,840
465,348,350
464,347,192
468,340,852
464,340,72
469,345,836
463,336,342
467,333,185
466,324,850
465,330,68
467,326,833
464,319,345
469,310,175
466,304,843
465,301,57
466,298,821
463,292,336
466,289,160
467,282,834
461,283,52
466,282,816
463,278,334
464,278,156
467,282,833
464,280,51
468,277,816
465,278,337
465,282,158
469,280,832
463,279,50
468,284,818
467,288,331
467,292,160
468,295,840
465,292,55
466,291,819
464,287,346
466,290,157
467,291,836
465,293,55
469,291,820
465,288,347
464,297,158
468,294,837
463,299,58
469,302,824
468,300,353
464,296,150
467,301,838
461,296,57
466,306,826
467,312,362
466,320,160
466,325,846
464,328,68
467,339,832
462,349,363
464,364,175
463,371,862
463,380,87
465,406,858
466,417,401
462,439,198
468,448,888
468,466,118
467,481,882
466,494,418
467,512,223
466,522,914
465,536,143
466,555,910
464,567,456
464,580,238
464,588,934
459,597,165
461,621,932
464,625,479
462,641,261
463,657,957
460,668,189
462,675,949
460,681,497
457,688,273
461,687,970
460,695,199
462,701,956
460,705,508
457,718,285
459,714,978
460,711,204
461,721,962
456,730,523
455,734,282
460,731,982
456,725,209
458,736,969
457,733,527
454,726,278
458,723,979
457,729,211
459,738,971
459,729,523
458,720,275
457,719,978
455,720,208
458,727,966
457,731,524
454,731,281
458,722,981
454,724,209
458,719,963
457,729,532
457,736,272
456,739,986
457,727,210
457,725,965
456,719,527
460,718,268
459,715,977
457,711,204
458,711,961
459,704,524
460,703,262
461,702,972
456,700,201
461,700,954
458,692,522
460,688,256
461,694,970
456,694,199
458,688,951
460,678,509
460,680,254
460,666,963
459,663,188
460,661,942
461,649,514
460,662,240
459,661,959
456,656,185
460,654,940
460,648,501
458,643,232
463,630,948
460,622,174
463,627,932
460,619,507
461,617,224
463,629,948
461,617,172
460,618,924
459,619,496
461,616,220
460,602,941
462,588,162
465,588,917
462,583,496
464,578,207
464,575,932
463,569,155
464,561,904
462,553,492
467,554,194
464,537,920
465,523,139
467,516,889
466,511,481
465,510,176
468,511,908
469,512,135
472,503,884
467,497,475
470,497,172
472,498,903
466,497,130
470,493,878
468,492,474
469,485,163
471,478,899
470,479,123
477,480,879
475,466,467
473,456,157
471,452,889
473,451,113
474,455,871
475,441,463
472,437,143
475,419,878
475,409,98
478,402,848
473,394,453
471,394,127
475,391,869
476,383,88
474,378,841
471,360,439
473,351,112
474,346,852
476,350,77
474,360,834
470,354,442
471,361,114
475,367,864
468,370,85
471,376,839
470,389,452
471,399,129
474,403,873
469,406,97
471,420,853
470,427,473
471,435,131
471,438,884
469,450,113
471,457,863
468,464,486
468,475,147
473,478,896
471,492,128
472,502,877
470,508,500
466,518,161
470,518,915
472,519,137
475,520,886
474,512,507
474,502,157
474,482,899
471,468,120
476,464,867
475,441,481
473,429,123
475,426,881
475,415,100
477,410,845
473,407,474
474,393,112
477,392,873
478,390,91
478,380,833
472,368,461
474,366,99
477,370,862
472,362,82
480,359,823
475,351,461
475,350,95
477,342,854
477,341,74
478,345,820
476,339,458
477,333,87
478,341,853
476,343,75
481,338,816
482,335,459
480,340,84
478,336,852
478,330,70
480,335,813
475,337,460
477,340,83
478,344,855
478,345,76
480,347,818
476,356,466
475,366,94
481,371,865
476,382,89
480,392,835
478,395,485
474,405,107
477,415,879
475,425,104
476,427,846
477,424,494
473,428,113
477,441,887
478,436,108
477,441,848
477,443,505
475,443,113
475,447,887
472,451,114
476,456,847
477,458,511
476,453,118
474,466,895
471,470,121
476,474,856
476,471,516
475,476,128
473,478,898
473,478,123
476,479,858
473,466,514
470,485,128
475,493,902
471,506,134
473,519,872
475,530,546
470,551,149
475,571,916
471,579,159
473,596,892
473,596,567
471,609,172
474,612,943
469,612,171
472,624,902
470,623,580
469,618,172
467,623,947
468,627,177
469,641,911
468,648,588
468,651,183
468,671,962
466,685,196
468,690,924
468,689,607
465,700,198
466,711,976
466,725,210
469,728,931
465,725,620
463,732,210
465,732,982
466,730,212
464,734,937
463,738,624
462,738,210
467,739,984
461,736,215
466,740,935
463,736,625
464,729,204
462,731,982
459,726,210
462,724,935
462,728,624
462,720,195
467,725,979
460,729,213
463,732,936
460,730,629
463,735,201
463,732,981
459,720,209
463,719,929
462,715,625
460,714,196
463,702,971
460,694,200
460,695,921
460,690,616
